185,[03]第三周,[2]星期二,[2]中餐,土豆焖鸡块
184,[03]第三周,[2]星期二,[1]早餐,土豆焖鸡块
182,[01]第一周,[7]星期日,[3]晚餐,凉拌黄瓜
181,[01]第一周,[7]星期日,[3]晚餐,蘑菇油菜
180,[01]第一周,[7]星期日,[3]晚餐,西芹百合
179,[01]第一周,[7]星期日,[3]晚餐,清蒸鲈鱼
178,[01]第一周,[7]星期日,[3]晚餐,酸辣土豆丝
177,[01]第一周,[7]星期日,[3]晚餐,雪梨银耳汤
176,[01]第一周,[7]星期日,[3]晚餐,糖醋排骨
175,[01]第一周,[7]星期日,[3]晚餐,醋溜白菜
174,[01]第一周,[7]星期日,[3]晚餐,红烧鸡腿
173,[01]第一周,[7]星期日,[2]中餐,老鸭炖冬瓜 
172,[01]第一周,[7]星期日,[2]中餐,菜包
171,[01]第一周,[7]星期日,[2]中餐,鲫鱼炖豆腐
170,[01]第一周,[7]星期日,[2]中餐,鸡蛋烧饼
169,[01]第一周,[7]星期日,[2]中餐,凉拌海带
168,[01]第一周,[7]星期日,[2]中餐,麻辣豆腐
167,[01]第一周,[7]星期日,[2]中餐,西芹百合
166,[01]第一周,[7]星期日,[2]中餐,馒头
165,[01]第一周,[7]星期日,[2]中餐,排骨海带 
164,[01]第一周,[7]星期日,[2]中餐,五色豆腐
163,[01]第一周,[7]星期日,[1]早餐,五色豆腐
162,[01]第一周,[7]星期日,[1]早餐,泡菜
161,[01]第一周,[7]星期日,[1]早餐,馒头
160,[01]第一周,[7]星期日,[1]早餐,什锦炒饭
159,[01]第一周,[6]星期六,[3]晚餐,清蒸鲈鱼
158,[01]第一周,[6]星期六,[3]晚餐,小米粥
157,[01]第一周,[6]星期六,[3]晚餐,麻辣豆腐
156,[01]第一周,[6]星期六,[3]晚餐,凉拌黄瓜
155,[01]第一周,[6]星期六,[3]晚餐,馒头
154,[01]第一周,[6]星期六,[3]晚餐,泡菜
153,[01]第一周,[6]星期六,[3]晚餐,洋葱白干
152,[01]第一周,[6]星期六,[3]晚餐,南瓜粥
151,[01]第一周,[6]星期六,[3]晚餐,芹菜百合
150,[01]第一周,[6]星期六,[3]晚餐,素炒西兰花
149,[01]第一周,[6]星期六,[2]中餐,杭椒牛柳
148,[01]第一周,[6]星期六,[2]中餐,栗子红烧肉
147,[01]第一周,[6]星期六,[2]中餐,菜品2
146,[01]第一周,[6]星期六,[2]中餐,菜品6
145,[01]第一周,[6]星期六,[2]中餐,苦苣菜拌牛肉
144,[01]第一周,[6]星期六,[2]中餐,菜品3
143,[01]第一周,[6]星期六,[2]中餐,水煮牛肉
142,[01]第一周,[6]星期六,[2]中餐,番茄鱼片
141,[01]第一周,[6]星期六,[2]中餐,大盘鸡
140,[01]第一周,[6]星期六,[2]中餐,苦瓜炒虾仁
139,[01]第一周,[6]星期六,[1]早餐,炒鸡蛋2
138,[01]第一周,[6]星期六,[1]早餐,炒鸡蛋6
137,[01]第一周,[6]星期六,[1]早餐,葱爆羊肉
136,[01]第一周,[6]星期六,[1]早餐,饼干
135,[01]第一周,[5]星期五,[1]早餐,炒鸡蛋1
134,[01]第一周,[5]星期五,[1]早餐,炒鸡蛋6
133,[01]第一周,[5]星期五,[1]早餐,饼干
132,[01]第一周,[5]星期五,[1]早餐,葱爆羊肉
131,[01]第一周,[5]星期五,[2]中餐,拍黄瓜
130,[01]第一周,[5]星期五,[2]中餐,炒鸡蛋2
129,[01]第一周,[5]星期五,[2]中餐,炒青椒
128,[01]第一周,[5]星期五,[2]中餐,炒鸡蛋4
127,[01]第一周,[5]星期五,[2]中餐,炖带鱼
126,[01]第一周,[5]星期五,[2]中餐,回锅肉
125,[01]第一周,[5]星期五,[2]中餐,紫米粥
124,[01]第一周,[5]星期五,[2]中餐,紫菜汤
123,[01]第一周,[5]星期五,[2]中餐,汉堡
122,[01]第一周,[5]星期五,[2]中餐,热干面
121,[01]第一周,[5]星期五,[3]晚餐,紫菜汤
120,[01]第一周,[5]星期五,[3]晚餐,上校鸡块
119,[01]第一周,[5]星期五,[3]晚餐,热干面
118,[01]第一周,[5]星期五,[3]晚餐,玉米粥
117,[01]第一周,[5]星期五,[3]晚餐,大米粥
116,[01]第一周,[5]星期五,[3]晚餐,酸辣粉
115,[01]第一周,[5]星期五,[3]晚餐,鸡肉卷
114,[01]第一周,[5]星期五,[3]晚餐,炸酱面
113,[01]第一周,[5]星期五,[3]晚餐,羊杂汤
112,[01]第一周,[5]星期五,[3]晚餐,咖喱土豆
111,[01]第一周,[4]星期四,[3]晚餐,牛肉面
110,[01]第一周,[4]星期四,[3]晚餐,玉米粥
109,[01]第一周,[4]星期四,[3]晚餐,大米粥
108,[01]第一周,[4]星期四,[3]晚餐,疙瘩汤
107,[01]第一周,[4]星期四,[3]晚餐,炒腊肉
106,[01]第一周,[4]星期四,[3]晚餐,鸡肉卷
105,[01]第一周,[4]星期四,[3]晚餐,羊杂汤
104,[01]第一周,[4]星期四,[3]晚餐,热干面
103,[01]第一周,[4]星期四,[3]晚餐,紫菜汤
102,[01]第一周,[4]星期四,[3]晚餐,汉堡
101,[01]第一周,[4]星期四,[2]中餐,炒肝尖
100,[01]第一周,[4]星期四,[2]中餐,红烧鸡腿
99,[01]第一周,[4]星期四,[2]中餐,鲫鱼炖豆腐
98,[01]第一周,[4]星期四,[2]中餐,菠菜粉丝
97,[01]第一周,[4]星期四,[2]中餐,海米冬瓜汤
96,[01]第一周,[4]星期四,[2]中餐,鲫鱼豆腐汤
95,[01]第一周,[4]星期四,[2]中餐,凉拌黄瓜
94,[01]第一周,[4]星期四,[2]中餐,凉拌番茄
93,[01]第一周,[4]星期四,[2]中餐,红烧黑鱼
92,[01]第一周,[4]星期四,[2]中餐,饺子
90,[01]第一周,[4]星期四,[1]早餐,炖带鱼
89,[01]第一周,[4]星期四,[1]早餐,大盘鸡
88,[01]第一周,[4]星期四,[1]早餐,生菜香菇
87,[01]第一周,[4]星期四,[1]早餐,酸汤肥牛
86,[01]第一周,[3]星期三,[3]晚餐,海带
85,[01]第一周,[3]星期三,[3]晚餐,三文鱼
84,[01]第一周,[3]星期三,[3]晚餐,紫薯蛋挞
83,[01]第一周,[3]星期三,[3]晚餐,炖猪蹄
82,[01]第一周,[3]星期三,[3]晚餐,炖猪肚
81,[01]第一周,[3]星期三,[3]晚餐,猪肝
80,[01]第一周,[3]星期三,[3]晚餐,猪心
79,[01]第一周,[3]星期三,[3]晚餐,焖兔肉
78,[01]第一周,[3]星期三,[3]晚餐,焖羊肉
77,[01]第一周,[3]星期三,[3]晚餐,培根卷
76,[01]第一周,[3]星期三,[2]中餐,芹菜百合
75,[01]第一周,[3]星期三,[2]中餐,西红柿炖牛腩
74,[01]第一周,[3]星期三,[2]中餐,麻辣豆腐
73,[01]第一周,[3]星期三,[2]中餐,馒头
72,[01]第一周,[3]星期三,[2]中餐,牛肉炖土豆
71,[01]第一周,[3]星期三,[2]中餐,青菜豆腐  
70,[01]第一周,[3]星期三,[2]中餐,小米粥
69,[01]第一周,[3]星期三,[2]中餐,排骨海带 
68,[01]第一周,[3]星期三,[2]中餐,素炒西兰花
67,[01]第一周,[3]星期三,[2]中餐,青椒炒肉片
66,[01]第一周,[3]星期三,[1]早餐,韭菜盒子
65,[01]第一周,[3]星期三,[1]早餐,粉蒸肉
64,[01]第一周,[3]星期三,[1]早餐,汤圆
63,[01]第一周,[3]星期三,[1]早餐,菜品1
62,[01]第一周,[2]星期二,[3]晚餐,干煸豆角
61,[01]第一周,[2]星期二,[3]晚餐,汤圆
60,[01]第一周,[2]星期二,[3]晚餐,基围虾
59,[01]第一周,[2]星期二,[3]晚餐,春卷
58,[01]第一周,[2]星期二,[3]晚餐,鹅肝
57,[01]第一周,[2]星期二,[3]晚餐,手撕包菜
56,[01]第一周,[2]星期二,[3]晚餐,肉片青菜
55,[01]第一周,[2]星期二,[3]晚餐,小咸菜
54,[01]第一周,[2]星期二,[3]晚餐,包子
53,[01]第一周,[2]星期二,[3]晚餐,测试1
52,[01]第一周,[2]星期二,[2]中餐,宫保鸡丁
51,[01]第一周,[2]星期二,[2]中餐,拍黄瓜1
50,[01]第一周,[2]星期二,[2]中餐,小笼包
49,[01]第一周,[2]星期二,[2]中餐,红枣莲子羹
48,[01]第一周,[2]星期二,[2]中餐,酸辣土豆丝
47,[01]第一周,[2]星期二,[2]中餐,鸡丝米线
46,[01]第一周,[2]星期二,[2]中餐,木须肉
45,[01]第一周,[2]星期二,[2]中餐,炒鸡蛋2
44,[01]第一周,[2]星期二,[2]中餐,土豆丝
43,[01]第一周,[2]星期二,[2]中餐,肉肉肉
42,[01]第一周,[2]星期二,[1]早餐,肉末蒸豆腐
41,[01]第一周,[2]星期二,[1]早餐,砂锅白菜
40,[01]第一周,[2]星期二,[1]早餐,茴香鸡蛋饼
39,[01]第一周,[2]星期二,[1]早餐,红枣煲鸡翅
38,[01]第一周,[1]星期一,[3]晚餐,莲子粥
37,[01]第一周,[1]星期一,[1]早餐,紫菜汤
36,[01]第一周,[1]星期一,[1]早餐,鸡米花
34,[01]第一周,[1]星期一,[2]中餐,芹菜炒肉
33,[01]第一周,[1]星期一,[3]晚餐,上校鸡块
32,[01]第一周,[1]星期一,[3]晚餐,酸辣汤
31,[01]第一周,[1]星期一,[3]晚餐,大米粥
30,[01]第一周,[1]星期一,[3]晚餐,炸酱面
29,[01]第一周,[1]星期一,[3]晚餐,酸辣粉
28,[01]第一周,[1]星期一,[3]晚餐,牛肉面
27,[01]第一周,[1]星期一,[3]晚餐,紫菜汤
26,[01]第一周,[1]星期一,[3]晚餐,疙瘩汤
25,[01]第一周,[1]星期一,[3]晚餐,鸡米花
24,[01]第一周,[1]星期一,[2]中餐,生菜香菇
23,[01]第一周,[1]星期一,[2]中餐,肉末蒸豆腐
22,[01]第一周,[1]星期一,[2]中餐,土豆焖鸡块
21,[01]第一周,[1]星期一,[2]中餐,京酱肉丝
20,[01]第一周,[1]星期一,[2]中餐,茴香鸡蛋饼
19,[01]第一周,[1]星期一,[2]中餐,红薯窝窝头
18,[01]第一周,[1]星期一,[2]中餐,荷兰豆炒肉片
17,[01]第一周,[1]星期一,[2]中餐,豆角焖面
16,[01]第一周,[1]星期一,[1]早餐,包子
15,[01]第一周,[1]星期一,[1]早餐,红薯窝窝头
14,[01]第一周,[7]星期日,[1]早餐,玉米粥
13,[01]第一周,[7]星期日,[1]早餐,莲子粥
12,[01]第一周,[6]星期六,[1]早餐,玉米粥
11,[01]第一周,[6]星期六,[1]早餐,八宝粥 
10,[01]第一周,[5]星期五,[1]早餐,百合绿豆粥
9,[01]第一周,[5]星期五,[1]早餐,黑米粥
8,[01]第一周,[4]星期四,[1]早餐,南瓜粥
7,[01]第一周,[4]星期四,[1]早餐,小米粥
6,[01]第一周,[3]星期三,[1]早餐,皮蛋瘦肉粥
5,[01]第一周,[3]星期三,[1]早餐,玉米粥
4,[01]第一周,[2]星期二,[1]早餐,紫米粥
3,[01]第一周,[2]星期二,[1]早餐,大米粥
2,[01]第一周,[1]星期一,[1]早餐,莲子粥
1,[01]第一周,[1]星期一,[1]早餐,燕麦粥
